ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,TERRA_INDI
desmatamento,10,2022,Landsat-9,RO,0.0441,TI Igarapé Lage
desmatamento,10,2022,Landsat-9,PA,0.0424,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0422,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,RO,0.0413,TI Karipuna
desmatamento,10,2022,Landsat-9,PA,0.0408,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,RO,0.0359,TI Karipuna
desmatamento,10,2022,Landsat-9,PA,0.0356,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,AM,0.0347,TI Cué-Cué/Marabitanas
desmatamento,10,2022,Landsat-9,PA,0.0347,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0338,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0326,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0302,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,RO,0.0292,TI Karipuna
desmatamento,10,2022,Landsat-9,RO,0.0279,TI Karipuna
desmatamento,10,2022,Landsat-9,PA,0.0278,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0277,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.027,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0267,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,RO,0.0229,TI Karipuna
desmatamento,10,2022,Landsat-9,PA,0.0228,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0224,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,AM,0.0223,TI Alto Rio Negro
desmatamento,10,2022,Landsat-9,PA,0.0221,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0211,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0209,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,AM,0.0207,TI Médio Rio Negro I
desmatamento,10,2022,Landsat-9,PA,0.0207,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,AM,0.0201,TI Estrela da Paz
desmatamento,10,2022,Landsat-9,PA,0.0169,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,RO,0.0167,TI Karipuna
desmatamento,10,2022,Landsat-9,MT,0.0154,TI Sete de Setembro
desmatamento,10,2022,Landsat-9,PA,0.0131,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0128,TI Cachoeira Seca
desmatamento,10,2022,Landsat-9,PA,0.0116,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0281,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.5537,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MA,0.4183,TI Porquinhos dos Canela-Apãnjekra (reestudo)
desmatamento,10,2022,Sentinel-2,PA,0.3434,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.3402,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.3393,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.3136,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MT,0.3028,TI Manoki
desmatamento,10,2022,Sentinel-2,MT,0.2925,TI Urubu Branco
desmatamento,10,2022,Sentinel-2,PA,0.2825,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.2482,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.2444,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MT,0.2439,TI Manoki
desmatamento,10,2022,Sentinel-2,AM,0.2436,TI Alto Rio Negro
desmatamento,10,2022,Sentinel-2,PA,0.2403,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MA,0.2227,TI Porquinhos dos Canela-Apãnjekra (reestudo)
desmatamento,10,2022,Sentinel-2,PA,0.2194,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.2157,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,MT,0.2106,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.2024,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.2014,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.1994,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.1972,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1951,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1932,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MA,0.1906,TI Bacurizinho  (reestudo)
desmatamento,10,2022,Sentinel-2,PA,0.1734,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1676,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MT,0.1663,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.1657,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.157,TI Apyterewa
desmatamento,10,2022,Sentinel-2,TO,0.1566,TI Apinayé
desmatamento,10,2022,Sentinel-2,PA,0.155,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.1536,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1494,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.148,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1443,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.1432,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1431,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.1388,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,MA,0.1359,TI Krikati
desmatamento,10,2022,Sentinel-2,AM,0.1303,TI Sissaíma
desmatamento,10,2022,Sentinel-2,PA,0.1303,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.1271,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.1254,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.1245,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1229,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1229,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1227,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1219,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.1216,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1214,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.1198,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1185,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1168,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1167,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.1159,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1137,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1137,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1126,TI Apyterewa
desmatamento,10,2022,Sentinel-2,RO,0.1111,TI Karipuna
desmatamento,10,2022,Sentinel-2,PA,0.1108,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.11,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1096,TI Mundurucu
desmatamento,10,2022,Sentinel-2,MT,0.1086,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.1085,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.1074,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.1061,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.1037,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.1036,TI Sissaíma
desmatamento,10,2022,Sentinel-2,RO,0.0712,TI Sete de Setembro
desmatamento,10,2022,Sentinel-2,PA,0.1015,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0956,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0922,TI Alto Rio Guamá
desmatamento,10,2022,Sentinel-2,PA,0.0922,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0921,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0912,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0902,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0902,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0879,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0877,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.085,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0843,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0837,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0828,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0824,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.0821,TI Sissaíma
desmatamento,10,2022,Sentinel-2,PA,0.0815,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0804,TI Apyterewa
desmatamento,10,2022,Sentinel-2,RO,0.0803,TI Karipuna
desmatamento,10,2022,Sentinel-2,PA,0.0783,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0781,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0773,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0767,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0765,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0752,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0731,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0723,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.072,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0706,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,RO,0.0687,TI Karipuna
desmatamento,10,2022,Sentinel-2,PA,0.0275,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0685,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.0678,TI Sissaíma
desmatamento,10,2022,Sentinel-2,PA,0.068,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0679,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MT,0.0672,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.0662,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0658,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0643,TI Alto Rio Guamá
desmatamento,10,2022,Sentinel-2,PA,0.0638,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0637,TI Xikrin do Cateté
desmatamento,10,2022,Sentinel-2,PA,0.0636,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0621,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0619,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0617,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0608,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0608,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0606,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0585,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0571,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0566,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0559,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,AM,0.0559,TI Paumari do Lago Marahã
desmatamento,10,2022,Sentinel-2,PA,0.0556,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0549,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.0546,TI Sissaíma
desmatamento,10,2022,Sentinel-2,PA,0.0545,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0544,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0543,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,MT,0.054,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.0536,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0533,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0532,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MA,0.052,TI Araribóia
desmatamento,10,2022,Sentinel-2,PA,0.0513,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0508,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0506,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0506,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0503,TI Apyterewa
desmatamento,10,2022,Sentinel-2,RO,0.05,TI Karipuna
desmatamento,10,2022,Sentinel-2,PA,0.05,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0493,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0493,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.049,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0489,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0486,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0485,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,RO,0.0483,TI Roosevelt
desmatamento,10,2022,Sentinel-2,PA,0.048,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0474,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0474,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0474,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0472,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0471,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0467,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,MT,0.0464,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.0462,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.041,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0458,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0457,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0456,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0455,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0448,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0442,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,MT,0.0437,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.0437,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0434,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0428,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0423,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0418,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0418,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0414,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.0411,TI Vale do Javari
desmatamento,10,2022,Sentinel-2,PA,0.041,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0408,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0393,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0391,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.039,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.039,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0385,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0377,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0377,TI Apyterewa
desmatamento,10,2022,Sentinel-2,RO,0.0375,TI Sete de Setembro
desmatamento,10,2022,Sentinel-2,PA,0.0371,TI Alto Rio Guamá
desmatamento,10,2022,Sentinel-2,PA,0.0371,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0369,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.0365,TI Estrela da Paz
desmatamento,10,2022,Sentinel-2,PA,0.0364,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0361,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0357,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0354,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.0353,TI Estrela da Paz
desmatamento,10,2022,Sentinel-2,PA,0.0348,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0344,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0343,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0342,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0338,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,RO,0.0336,TI Karipuna
desmatamento,10,2022,Sentinel-2,AM,0.0336,TI Gavião
desmatamento,10,2022,Sentinel-2,AM,0.0327,TI Cué-Cué/Marabitanas
desmatamento,10,2022,Sentinel-2,PA,0.0327,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,AM,0.0322,TI Lauro Sodré
desmatamento,10,2022,Sentinel-2,PA,0.0318,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0312,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0312,TI Alto Rio Guamá
desmatamento,10,2022,Sentinel-2,PA,0.0312,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0309,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,MT,0.0305,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.0305,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0305,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0303,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AM,0.0299,TI Cué-Cué/Marabitanas
desmatamento,10,2022,Sentinel-2,PA,0.0299,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,RO,0.0292,TI Karipuna
desmatamento,10,2022,Sentinel-2,PA,0.0291,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0288,TI Apyterewa
desmatamento,10,2022,Sentinel-2,RO,0.0287,TI Roosevelt
desmatamento,10,2022,Sentinel-2,PA,0.0286,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0285,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0285,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0284,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,AM,0.028,TI Waimiri Atroari
desmatamento,10,2022,Sentinel-2,PA,0.028,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.028,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0279,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0278,TI Apyterewa
desmatamento,10,2022,Sentinel-2,RR,0.0276,TI Yanomami
desmatamento,10,2022,Sentinel-2,PA,0.0276,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0274,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0272,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0268,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0265,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0264,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0263,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0263,TI Apyterewa
desmatamento,10,2022,Sentinel-2,MA,0.026,TI Porquinhos dos Canela-Apãnjekra (reestudo)
desmatamento,10,2022,Sentinel-2,PA,0.0255,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0255,TI Arara
desmatamento,10,2022,Sentinel-2,PA,0.0253,TI Trincheira/Bacajá
desmatamento,10,2022,Sentinel-2,PA,0.0248,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0246,TI Apyterewa
desmatamento,10,2022,Sentinel-2,PA,0.0245,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,MT,0.0245,TI Manoki
desmatamento,10,2022,Sentinel-2,AM,0.0245,TI Vale do Javari
desmatamento,10,2022,Sentinel-2,AM,0.0245,TI Nova Esperança do Rio Jandiatuba
desmatamento,10,2022,Sentinel-2,MT,0.0243,TI Manoki
desmatamento,10,2022,Sentinel-2,PA,0.024,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0238,TI Ituna/Itatá
desmatamento,10,2022,Sentinel-2,PA,0.0237,TI Cachoeira Seca
desmatamento,10,2022,Sentinel-2,PA,0.0235,TI Apyterewa
desmatamento,10,2022,Sentinel-2,AC,0.0235,TI Katukina/Kaxinawa
desmatamento,10,2022,Sentinel-2,AM,0.0233,TI Vale do Javari
desmatamento,10,2022,Sentinel-2,PA,0.0233,TI Apyterewa
desmatamento,10,2022,Sentinel-2,RR,0.0232,TI Yanomami
desmatamento,10,2022,Sentinel-2,AM,0.0232,TI Sissaíma
