sigla_uf,area_ha,categoria,ano,name,sub_class,nome,geocodigo
MT,18.5884867693,n„o autorizada,2017,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,206.405027438,n„o autorizada,2017,PA VALE DO AMANHECER,ARU,Juruena,5105176
MT,18.9428085987,n„o autorizada,2017,PA S√O PEDRO,ARU,ParanaÌta,5106299
MT,10.6023052341,n„o autorizada,2017,PA S√O PEDRO,ARU,ParanaÌta,5106299
MT,23.240688075,n„o autorizada,2017,PA MEDALHA MILAGROSA,ARU,Aripuan„,5101407
MT,30.4963334891,n„o autorizada,2017,PA MEDALHA MILAGROSA,ARU,Aripuan„,5101407
MT,9.81225623344,n„o autorizada,2017,PA TAPURAH/ITANHANGA,ARU,Tapurah,5108006
MT,207.648414114,n„o autorizada,2017,PA ENA,ARU,Feliz Natal,5103700
MT,3.67882493135,n„o autorizada,2019,PA NOVA COTRIGUA«U,ARU,CotriguaÁu,5103379
MT,6.85027698148,n„o autorizada,2019,PA NOVA COTRIGUA«U,ARU,CotriguaÁu,5103379
MT,106.241139422,n„o autorizada,2019,TERRA INDIGENA ARIPUANA,COM,Aripuan„,5101407
MT,28.7202130703,n„o autorizada,2019,PA MEDALHA MILAGROSA,ARU,Aripuan„,5101407
MT,37.6333620141,n„o autorizada,2019,PA JURUENA,ARU,CotriguaÁu,5103379
MT,22.2314172496,n„o autorizada,2019,PA MEDALHA MILAGROSA,ARU,Aripuan„,5101407
MT,27.9059563657,n„o autorizada,2019,PA MEDALHA MILAGROSA,ARU,Aripuan„,5101407
MT,38.3645520312,n„o autorizada,2019,PA MEDALHA MILAGROSA,ARU,Aripuan„,5101407
MT,29.4633825393,n„o autorizada,2019,PA MEDALHA MILAGROSA,ARU,Aripuan„,5101407
MT,42.7282666815,n„o autorizada,2019,PA PONTAL DO MARAPE,ARU,Lucas do Rio Verde,5105259
MT,44.4946638584,n„o autorizada,2019,PA VALE DO ARINOS,ARU,Juara,5105101
MT,24.1465225381,n„o autorizada,2019,PAC PEIXOTO DE AZEVEDO,ARU,Novo Mundo,5106265
MT,6.13348358834,n„o autorizada,2019,PA TAPURAH/ITANHANGA,ARU,Itanhang·,5104542
MT,19.6669907817,n„o autorizada,2019,PA WESLEY MANOEL DOS SANTOS,ARU,Sinop,5107909
MT,5.13250935381,n„o autorizada,2019,PA WESLEY MANOEL DOS SANTOS,ARU,Sinop,5107909
MT,12.2639931257,n„o autorizada,2019,PA TIBAGI,ARU,Brasnorte,5101902
MT,69.0859397211,n„o autorizada,2019,PA TIBAGI,ARU,Brasnorte,5101902
MT,15.0017225294,n„o autorizada,2019,PAC PEIXOTO DE AZEVEDO,ARU,Novo Mundo,5106265
MT,10.1882047614,n„o autorizada,2019,PA WESLEY MANOEL DOS SANTOS,ARU,Sinop,5107909
MT,122.082210686,n„o autorizada,2019,PA PONTAL DO MARAPE,ARU,Lucas do Rio Verde,5105259
MT,37.7871816194,n„o autorizada,2019,PDS SONHO DE ANDERSON,ARU,Uni„o do Sul,5108303
MT,379.270271242,n„o autorizada,2019,PA ENA,ARU,Feliz Natal,5103700
MT,125.760363849,n„o autorizada,2019,PDS SONHO DE ANDERSON,COM,Uni„o do Sul,5108303
MT,125.760363849,n„o autorizada,2019,PDS SONHO DE ANDERSON,ARU,Uni„o do Sul,5108303
MT,99.9895712505,n„o autorizada,2019,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,63.8599541523,n„o autorizada,2019,TERRA INDIGENA SETE DE SETEMBRO,COM,Rondol‚ndia,5107578
MT,8.06146211776,n„o autorizada,2019,TERRA INDIGENA PARQUE DO XINGU,COM,Paranatinga,5106307
MT,144.91628928,n„o autorizada,2019,TERRA INDIGENA PARQUE DO XINGU,COM,Nova Ubirat„,5106240
MT,1.58380251026,n„o autorizada,2019,TERRA INDIGENA PARQUE DO XINGU,COM,Paranatinga,5106307
MT,87.7452780645,n„o autorizada,2019,TERRA INDIGENA ZORO,COM,Rondol‚ndia,5107578
MT,256.314463632,n„o autorizada,2018,PA ARAUNA,ARU,Novo Mundo,5106265
MT,33.4147017099,n„o autorizada,2018,PA BONANZA,ARU,Tapurah,5108006
MT,46.7796017405,n„o autorizada,2018,PA BRA«O SUL,ARU,Guarant„ do Norte,5104104
MT,230.629334206,n„o autorizada,2018,TERRA INDIGENA PARQUE DO XINGU,COM,Feliz Natal,5103700
MT,271.269303278,n„o autorizada,2018,TERRA INDIGENA PARQUE DO XINGU,COM,Paranatinga,5106307
MT,64.6421320335,n„o autorizada,2018,PA MARGARIDA UNI√O,ARU,Porto Alegre do Norte,5106778
MT,24.8973808383,n„o autorizada,2018,PA S√O MANOEL,ARU,QuerÍncia,5107065
MT,178.763371767,n„o autorizada,2018,PA VALE DO AMANHECER,ARU,Juruena,5105176
MT,38.4281175862,n„o autorizada,2018,TERRA INDIGENA KAWAHIVA DO RIO PARDO (RESTRICAO DE USO),COM,Colniza,5103254
MT,10.7404660361,n„o autorizada,2018,PA COTREL,ARU,Novo Mundo,5106265
MT,32.5379296197,n„o autorizada,2018,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuan„,5101407
MT,3.70203368205,n„o autorizada,2018,TERRA INDIGENA KAWAHIVA DO RIO PARDO (RESTRICAO DE USO),COM,Colniza,5103254
MT,17.7664608994,n„o autorizada,2018,PA ARAUNA,ARU,Novo Mundo,5106265
MT,16.3282389254,n„o autorizada,2018,PA ARAUNA,ARU,Novo Mundo,5106265
MT,264.922354443,n„o autorizada,2018,PDS 12 DE OUTUBRO,ARU,Cl·udia,5103056
MT,264.922354443,n„o autorizada,2018,PDS 12 DE OUTUBRO,COM,Cl·udia,5103056
MT,890.12977455,n„o autorizada,2018,PA ENA,ARU,Feliz Natal,5103700
MT,988.589038174,n„o autorizada,2018,PA ENA,ARU,Feliz Natal,5103700
MT,113.922143594,n„o autorizada,2018,TERRA INDIGENA PARQUE DO XINGU,COM,Paranatinga,5106307
MT,133.758896495,n„o autorizada,2013,PA RIO BORGES,ARU,Itanhang·,5104542
MT,63.945982064,n„o autorizada,2013,PA TAPURAH/ITANHANGA,ARU,Itanhang·,5104542
MT,219.353401315,n„o autorizada,2013,PA PONTAL DO MARAPE,ARU,Lucas do Rio Verde,5105259
MT,84.739598508,n„o autorizada,2013,PA SANTANA D¡GUA LIMPA,ARU,S„o JosÈ do Rio Claro,5107305
MT,84.0757668624,n„o autorizada,2013,PA RIO BORGES,ARU,Itanhang·,5104542
MT,70.4920213113,autorizada,2013,PA MIRANDA EST¬NCIA,ARU,Comodoro,5103304
MT,475.040722506,n„o autorizada,2013,TERRA INDIGENA PARQUE DO XINGU,COM,Ga˙cha do Norte,5103858
MT,107.381223067,n„o autorizada,2013,PA SANTO ANTONIO DA MATA AZUL,ARU,Novo Santo AntÙnio,5106315
MT,175.510694377,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuan„,5101407
MT,92.6748867561,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuan„,5101407
MT,290.045276455,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuan„,5101407
MT,170.889728571,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuan„,5101407
MT,80.8981324162,n„o autorizada,2013,PA SOMAPAR,ARU,Juruena,5105176
MT,853.015971361,autorizada,2013,PA NATAL,ARU,CotriguaÁu,5103379
MT,396.228414721,n„o autorizada,2013,TERRA INDIGENA ESCONDIDO,COM,CotriguaÁu,5103379
MT,1078.70882997,n„o autorizada,2013,PA JAPURANOMANN,ARU,Nova Bandeirantes,5106158
MT,276.703306065,autorizada,2013,PA JAPURAN√,ARU,Nova Bandeirantes,5106158
MT,87.7263473885,n„o autorizada,2013,PA JAPURAN√,ARU,Nova Bandeirantes,5106158
MT,437.969364755,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,450.463133283,n„o autorizada,2013,PA ESCONDIDO,ARU,Juara,5105101
MT,105.472138783,n„o autorizada,2013,PA JAPURAN√,ARU,Nova Bandeirantes,5106158
MT,80.4957801611,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,25.4671900212,n„o autorizada,2013,PA JAPURAN√,ARU,Nova Bandeirantes,5106158
MT,1397.1694737,autorizada,2013,TERRA INDIGENA APIAKA/KAYABI,COM,Juara,5105101
MT,42.5860929784,autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuan„,5101407
MT,69.8219276355,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuan„,5101407
MT,82.923043253,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,25.6926336646,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,404.922047191,n„o autorizada,2013,PDS TERRA DE VIVER,ARU,Cl·udia,5103056
MT,404.922047191,n„o autorizada,2013,PDS TERRA DE VIVER,COM,Cl·udia,5103056
MT,106.782693367,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,19.8297923448,n„o autorizada,2013,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
PA,202.978906171,an·lise,2015,PDS LIBERDADE I,COM,Portel,1505809
PA,135.560019717,an·lise,2015,PDS LIBERDADE I,COM,Portel,1505809
PA,128.166477175,an·lise,2015,PDS LIBERDADE I,COM,Portel,1505809
PA,128.166477175,an·lise,2015,PDS LIBERDADE I,ARU,Portel,1505809
PA,87.1112562455,an·lise,2015,PA PARAÕSO,ARU,RurÛpolis,1506195
PA,11.4856540649,an·lise,2015,PA PARAÕSO,ARU,RurÛpolis,1506195
PA,39.8747080054,an·lise,2015,PA PLACAS,ARU,Placas,1505650
PA,39.8747080054,an·lise,2015,TERRA INDIGENA CACHOEIRA SECA,COM,Placas,1505650
PA,36.9896419926,an·lise,2015,PA PLACAS,ARU,Placas,1505650
PA,230.280791891,an·lise,2015,PA RIO ACAMPAMENTO,ARU,Dom Eliseu,1502939
PA,80.91308987,an·lise,2015,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,18.9175180309,an·lise,2015,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,56.6819494049,an·lise,2015,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,2.09169586669,an·lise,2015,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,36.9503814862,an·lise,2015,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,195.545774714,an·lise,2015,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,228.52245611,an·lise,2015,PDS RENASCER II,COM,MojuÌ dos Campos,1504752
PA,41.5117463646,an·lise,2015,PDS RENASCER II,COM,MojuÌ dos Campos,1504752
PA,195.264672056,an·lise,2015,PAC S√O SEBASTI√O DO TUTUÕ,ARU,Uruar·,1508159
PA,104.266451376,an·lise,2015,PAC S√O SEBASTI√O DO TUTUÕ,ARU,Uruar·,1508159
PA,59.7169645654,an·lise,2015,PA RIO TRAIR√O,ARU,Uruar·,1508159
PA,63.9492034996,an·lise,2015,PAC S√O SEBASTI√O DO TUTUÕ,ARU,Uruar·,1508159
PA,156.418588891,an·lise,2015,PAC S√O SEBASTI√O DO TUTUÕ,ARU,Uruar·,1508159
PA,156.418588891,an·lise,2015,PDS OURO BRANCO,COM,Uruar·,1508159
PA,118.824155653,an·lise,2015,PDS IRM√É∆í DOROTHY,COM,Uruar·,1508159
PA,69.6864788709,an·lise,2015,PDS OURO BRANCO,COM,Uruar·,1508159
PA,44.7673512124,an·lise,2015,PDS IRM√É∆í DOROTHY,COM,Uruar·,1508159
PA,15.722299873,an·lise,2015,PA TUTUÕ NORTE,ARU,Uruar·,1508159
PA,26.474844986,an·lise,2015,PA TUTUÕ NORTE,ARU,Uruar·,1508159
PA,40.1186239961,an·lise,2015,PA RIO TRAIR√O,ARU,Uruar·,1508159
PA,40.1186239961,an·lise,2015,PDS OURO BRANCO,COM,Uruar·,1508159
PA,22.5380720358,an·lise,2015,PA RIO TRAIR√O,ARU,Uruar·,1508159
PA,142.165288771,an·lise,2015,PA RIO DO PEIXE,ARU,Uruar·,1508159
PA,142.165288771,an·lise,2015,PA RIO TRAIR√O,ARU,Uruar·,1508159
PA,64.826138471,an·lise,2015,PA RIO DO PEIXE,ARU,Uruar·,1508159
PA,127.077437173,an·lise,2015,PAC OURO BRANCO I,ARU,Uruar·,1508159
PA,6.01898299544,an·lise,2015,PAC OURO BRANCO I,ARU,Uruar·,1508159
PA,40.6581844821,an·lise,2015,PAC OURO BRANCO I,ARU,Uruar·,1508159
PA,40.6581844821,an·lise,2015,PAC OURO BRANCO II,ARU,Uruar·,1508159
PA,85.9370073802,an·lise,2015,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,28.2628984257,an·lise,2015,PDS OURO BRANCO,COM,Uruar·,1508159
PA,47.8173859556,an·lise,2015,PDS OURO BRANCO,COM,Uruar·,1508159
PA,16.1333799214,an·lise,2015,PDS OURO BRANCO,COM,Uruar·,1508159
PA,70.4012850901,an·lise,2015,PA ALTO PAR¡,ARU,MojuÌ dos Campos,1504752
PA,127.327694801,an·lise,2015,PAQ ESPECIAL QUILOMBOLA EREPECUR⁄,ARU,Oriximin·,1505304
PA,31.8319194862,an·lise,2015,PAQ ESPECIAL QUILOMBOLA EREPECUR⁄,ARU,Oriximin·,1505304
PA,266.703419789,an·lise,2014,PA PARANOA,ARU,Nova EsperanÁa do Piri·,1504950
PA,266.703419789,an·lise,2014,PA ARAPUA SIMEIRA,ARU,Nova EsperanÁa do Piri·,1504950
PA,535.098708178,an·lise,2014,PA CAMAPU√,ARU,Paragominas,1505502
PA,333.782239521,an·lise,2014,PA RIO ACAMPAMENTO,ARU,Dom Eliseu,1502939
PA,1621.72171674,an·lise,2014,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,1350.79767962,an·lise,2014,PDS LIBERDADE I,COM,Portel,1505809
PA,420.310863302,an·lise,2014,PDS VILA NOVA I E II,COM,Prainha,1506005
PA,656.323150948,an·lise,2014,PA CORTA CORDA,ARU,Uruar·,1508159
PA,656.323150948,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,227.8669153,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,53.4760859177,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,1093.35286507,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,279.324481126,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,867.452674837,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,240.980108665,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,47.0970036535,an·lise,2014,PDS RENASCER II,COM,MojuÌ dos Campos,1504752
PA,22.8430642203,an·lise,2014,PA ALTO PAR¡,ARU,Uruar·,1508159
PA,22.8430642203,an·lise,2014,PA ALTO PAR¡,ARU,Placas,1505650
PA,29.9277913651,an·lise,2014,PA ALTO PAR¡,ARU,Uruar·,1508159
PA,29.9277913651,an·lise,2014,PA ALTO PAR¡,ARU,Placas,1505650
PA,88.7147065737,an·lise,2014,PA ALTO PAR¡,ARU,Uruar·,1508159
PA,88.7147065737,an·lise,2014,PA ALTO PAR¡,ARU,Placas,1505650
PA,140.325803444,an·lise,2014,PDS RENASCER II,COM,MojuÌ dos Campos,1504752
PA,643.071851855,an·lise,2014,PA CORTA CORDA,ARU,SantarÈm,1506807
PA,303.000502794,an·lise,2014,PDS RENASCER II,COM,MojuÌ dos Campos,1504752
PA,508.595535343,an·lise,2014,PDS RENASCER II,COM,MojuÌ dos Campos,1504752
PA,39.6727970106,an·lise,2014,PA CORTA CORDA,ARU,Uruar·,1508159
PA,461.402469507,an·lise,2014,PAC S√O SEBASTI√O DO TUTUÕ,ARU,Uruar·,1508159
PA,232.715596251,an·lise,2014,PAC OURO BRANCO II,ARU,Uruar·,1508159
PA,93.7118122426,an·lise,2014,PAC OURO BRANCO I,ARU,Uruar·,1508159
PA,629.626634233,an·lise,2014,PAE REGI√É∆íO DO CU√É‚Ä°ARI,COM,Prainha,1506005
PA,127.296641413,an·lise,2014,PAC OURO BRANCO II,ARU,Uruar·,1508159
PA,347.229510735,an·lise,2014,PAC OURO BRANCO II,ARU,Uruar·,1508159
PA,39.4231486616,an·lise,2014,PAC NOVA UNI√O,ARU,Uruar·,1508159
PA,95.1008871564,an·lise,2014,PA RIO CUPARI,ARU,Aveiro,1501006
PA,144.467007558,an·lise,2013,PA ¡GUIA,ARU,UlianÛpolis,1508126
PA,351.73683188,an·lise,2013,PA SANTA PAULA,ARU,GoianÈsia do Par·,1503093
PA,172.397125187,an·lise,2013,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,86.8488973131,an·lise,2013,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,210.388765682,an·lise,2013,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,296.226655191,an·lise,2013,PA IRM√ DOROTY,ARU,Rondon do Par·,1506187
PA,34.6785699992,an·lise,2013,PAE ILHA GRANDE DO LAGUNA,COM,MelgaÁo,1504505
PA,1065.71473556,an·lise,2013,RESEX GURUP¡-MELGA«O,ARU,MelgaÁo,1504505
PA,1065.71473556,an·lise,2013,RESEX GURUP¡-MELGA«O,ARU,Gurup·,1503101
PA,1065.71473556,an·lise,2013,RESERVA EXTRATIVISTA GURUPA-MELGA√É‚Ä°O,COM,Gurup·,1503101
PA,59.8181578011,an·lise,2013,"GURUPA MIRIM, JOCOJO, FLEXINHA, CARRAZEDO",QL,Gurup·,1503101
PA,55.808748634,an·lise,2013,"GURUPA MIRIM, JOCOJO, FLEXINHA, CARRAZEDO",QL,Gurup·,1503101
PA,39.8608334078,an·lise,2013,"GURUPA MIRIM, JOCOJO, FLEXINHA, CARRAZEDO",QL,Gurup·,1503101
PA,487.538405688,an·lise,2013,PDS ANAPU,COM,Portel,1505809
PA,487.538405688,an·lise,2013,PDS ANAPU,COM,Anapu,1500859
PA,186.451407929,an·lise,2013,PDS ANAPU,COM,Anapu,1500859
PA,117.025826129,an·lise,2013,PA PIL√O POENTE II,ARU,Anapu,1500859
PA,336.277113599,an·lise,2013,PDS ADEMIR FREDERICCE,COM,Medicil‚ndia,1504455
PA,208.964071644,an·lise,2013,PAC OURO BRANCO I,ARU,Uruar·,1508159
PA,384.059537227,an·lise,2013,PAC OURO BRANCO II,ARU,Uruar·,1508159
PA,183.366983369,an·lise,2013,PAC OURO BRANCO II,ARU,Uruar·,1508159
PA,20.8823275495,an·lise,2013,PDS PARA√É¬çSO,COM,Alenquer,1500404
PA,52.6405957942,an·lise,2013,PDS PARA√É¬çSO,COM,Alenquer,1500404
PA,98.5585653834,an·lise,2013,PDS PARA√É¬çSO,COM,Alenquer,1500404
PA,30.7815548017,an·lise,2013,PDS PARA√É¬çSO,COM,Alenquer,1500404
PA,14.0176626372,an·lise,2013,"BAILIQUE BEIRA, BAILINQUE CENTRO, POCAO",QL,Oeiras do Par·,1505205
PA,16.7226390363,an·lise,2013,"BAILIQUE BEIRA, BAILINQUE CENTRO, POCAO",QL,Oeiras do Par·,1505205
PA,37.0063123018,an·lise,2013,PDS LIBERDADE,COM,Pacaj·,1505486
PA,95.8371304688,an·lise,2013,PDS PARA√É¬çSO,COM,Alenquer,1500404
PA,396.392700074,autorizada,2019,√É¬ÅREA PARA REGULARIZA√É‚Ä°√É∆íO FUNDI√É¬ÅRIA DE PERMUTAS E/OU COOPERATIVAS,COM,Aveiro,1501006
PA,198.01130369,autorizada,2019,√É¬ÅREA PARA REGULARIZA√É‚Ä°√É∆íO FUNDI√É¬ÅRIA DE PERMUTAS E/OU COOPERATIVAS,COM,Aveiro,1501006
PA,92.0662290546,autorizada,2019,CURUMUCURI,COM,Juruti,1503903
PA,282.411168089,autorizada,2019,CURUMUCURI,COM,Juruti,1503903
